,file_name,case_name,docket_number,Argued,Decided,first_party,first_party_label,second_party,second_party_label,winning_party,decision_type,majority_vote,minority_vote,john_m_harlan2,hugo_l_black,william_o_douglas,potter_stewart,william_j_brennan_jr,byron_r_white,earl_warren,tom_c_clark,abe_fortas,thurgood_marshall,harry_a_blackmun,lewis_f_powell_jr,william_h_rehnquist,john_paul_stevens,sandra_day_oconnor,antonin_scalia,advocate_ID_0,advocate_0,advocate_description_0,advocate_ID_1,advocate_1,advocate_description_1,anthony_m_kennedy,david_h_souter,clarence_thomas,ruth_bader_ginsburg,stephen_g_breyer,advocate_ID_2,advocate_2,advocate_description_2,Granted,john_g_roberts_jr,samuel_a_alito_jr,warren_e_burger,Reargued,felix_frankfurter,harold_burton,stanley_reed,sherman_minton,arthur_j_goldberg,sonia_sotomayor,advocate_ID_3,advocate_3,advocate_description_3,advocate_ID_4,advocate_4,advocate_description_4,charles_e_whittaker,advocate_ID_5,advocate_5,advocate_description_5,advocate_ID_6,advocate_6,advocate_description_6,advocate_ID_7,advocate_7,advocate_description_7,advocate_ID_8,advocate_8,advocate_description_8,advocate_ID_9,advocate_9,advocate_description_9,elena_kagan,neil_gorsuch,brett_m_kavanaugh,advocate_ID_10,advocate_10,advocate_description_10,Restored to the calendar and set for reargument,"Revoked order of June 23, 1975",advocate_ID_11,advocate_11,advocate_description_11,advocate_ID_12,advocate_12,advocate_description_12,advocate_ID_13,advocate_13,advocate_description_13,advocate_ID_14,advocate_14,advocate_description_14,advocate_ID_15,advocate_15,advocate_description_15,Question certified to the Supreme Court of Florida,Question certified,Juris Postponed
0,1980.80-544,First National Maintenance Corporation v. National Labor Relations Board,80-544,356680800.0,362034000.0,First National Maintenance Corporation,Petitioner,National Labor Relations Board,Respondent,First National Maintenance Corporation,majority opinion,7.0,2.0,,,,majority,minority,majority,,,,minority,majority,majority,majority,majority,,,37058.0,norton_j_come,on behalf of the Respondent,41868.0,sanford_e_pollack,on behalf of the Petitioner,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1968.4920000000002,Brandenburg v. Ohio,492,-26589600.0,-17780400.0,Clarence Brandenburg,Appellant,State of Ohio,Appellee,Brandenburg,per curiam,8.0,0.0,majority,majority,majority,majority,majority,majority,majority,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1978.78-38,International Brotherhood of Electrical Workers v. Foust,78-38,288856800.0,296802000.0,International Brotherhood of Electrical Workers,Petitioner,Foust,Respondent,International Brotherhood of Electrical Workers,majority opinion,9.0,0.0,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,34211.0,laurence_j_cohen,for petitioners,43003.0,terry_w_mackey,for respondent,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1981.80-1481,Bread Political Action Committee v. Federal Election Commission,80-1481,380268000.0,384415200.0,Bread Political Action Committee,Appellant,Federal Election Commission,Appellee,Bread Political Action Committee,majority opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,29829.0,jeffrey_cole,on behalf of the Appellants,20154.0,charles_n_steele,on behalf of the Appellees,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1993.92-757,Landgraf v. USI Film Products,92-757,750488400.0,767336400.0,Landgraf,Petitioner,Usi Film Products et al.,Respondent,,majority opinion,8.0,1.0,,,,,,,,,,,minority,,majority,majority,majority,majority,25826.0,glen_d_nager,on behalf of the Respondents,23226.0,eric_schnapper,on behalf of the Petitioners,majority,majority,majority,majority,,20740.0,drew_s_days_iii,"as amicus curiae, supporting the Petitioners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2015.14-8349,Foster v. Chatman,14-8349,1446444000.0,1463979600.0,Timothy Tyrone Foster,Petitioner,"Bruce Chatman, Warden",Respondent,Foster,majority opinion,7.0,1.0,,,,,,,,,,,,,,,,,40972.0,stephen_b_bright,for the petitioner,62605.0,beth_a_burton,for the respondent,majority,,minority,majority,majority,,,,1432616400.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1982.81-1196,Smith v. Wade,81-1196,405756000.0,419666400.0,Smith,Petitioner,Wade,Respondent,,majority opinion,5.0,4.0,,,,,majority,majority,,,,majority,majority,minority,minority,majority,minority,,40136.0,robert_l_presson,on behalf of the Petitioner,17836.0,bradley_h_lockenvitz,on behalf of the Respondent,,,,,,40161.0,robert_presson,for petitioner,,,,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1996.96-1671,Raines v. Byrd,96-1671,864709200.0,867301200.0,Raines,Appellant,Byrd,Appellee,Raines,majority opinion,7.0,2.0,,,,,,,,,,,,,majority,minority,majority,majority,16500.0,alan_b_morrison,Argued the cause for the appellees,44478.0,walter_e_dellinger_iii,Argued the cause for the appellants,majority,majority,majority,majority,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1988.87-6405,Tompkins v. Texas,87-6405,597391200.0,613026000.0,Tompkins,Petitioner,Texas,Respondent,,equally divided,0.0,0.0,,,,,none,none,,,,none,none,,none,none,none,none,19818.0,charles_a_palmer,on behalf of the Respondent,22692.0,emmett_b_lewis_iii,on behalf of the Petitioner,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1978.77-1578,"Broadcast Music, Inc. v. Columbia Broadcasting System, Inc.",77-1578,285228000.0,293176800.0,"Broadcast Music, Inc.",Petitioner,"Columbia Broadcasting System, Inc.",Respondent,"Broadcast Music, Inc.",majority opinion,8.0,1.0,,,,majority,majority,majority,,,,majority,majority,majority,majority,minority,,,33250.0,jay_h_topkis,for petitioners in No. 77-1583,16379.0,amalya_l_kearse,for petitioners in No. 77-1578,,,,,,23867.0,frank_h_easterbrook,"for the United States, as amicus curiae, by special leave of Court",,,,majority,,,,,,,,16173.0,alan_j_hruska,for respondents in both cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1997.96-1569,Bogan v. Scott-Harris,96-1569,881128800.0,888904800.0,Bogan,Petitioner,Scott-Harris,Respondent,Bogan,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,19917.0,charles_a_rothfeld,Argued the cause for the petitioners,28003.0,harvey_a_schwartz,Argued the cause for the respondent,majority,majority,majority,majority,majority,19895.0,charles_rothfeld,for petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1979.78-756,Ohio v. Roberts,78-756,312444000.0,330757200.0,Ohio,Petitioner,Herschel Roberts,Respondent,Ohio,majority opinion,6.0,3.0,,,,majority,minority,majority,,,,minority,majority,majority,majority,minority,,,36495.0,marvin_r_plasco,on behalf of the respondent,32909.0,john_e_shoop,on behalf of the petitioner,,,,,,,,,293090400.0,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1993.92-780,"National Organization for Women, Inc. v. Scheidler",92-780,755330400.0,759391200.0,"National Organization for Women, Inc.",Petitioner,Scheidler,Respondent,"National Organization for Women, Inc.",majority opinion,9.0,0.0,,,,,,,,,,,majority,,majority,majority,majority,majority,35754.0,miguel_a_estrada,Argued the cause for the United States as amicus curiae urging reversal,23676.0,fay_clayton,Argued the cause for the petitioners,majority,majority,majority,majority,,24938.0,g_robert_blakey,Argued the cause for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2017.16-1519,Lagos v. United States,16-1519,1524027600.0,1527570000.0,Sergio Fernando Lagos,Petitioner,United States,Respondent,Lagos,majority opinion,9.0,0.0,,,,,,,,,,,,,,,,,62794.0,daniel_l_geyser,for petitioner,62974.0,michael_r_huston,"Assistant to the Solicitor General, Department of Justice, for respondent",majority,,majority,majority,majority,,,,1515736800.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,
0,2010.09-152,Bruesewitz v. Wyeth Inc.,09-152,1286859600.0,1298354400.0,"Russell Bruesewitz, et al.",Petitioner,"Wyeth, Inc., fka Wyeth Laboratories, et al.",Respondent,"Wyeth, Inc.",majority opinion,6.0,2.0,,,,,,,,,,,,,,,,majority,20869.0,david_c_frederick,for the petitioners,33975.0,kathleen_m_sullivan,for the respondents,majority,,majority,minority,majority,17700.0,benjamin_j_horwich,"Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the respondents",1268028000.0,majority,majority,,,,,,,,minority,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,
0,1992.91-1657,Leatherman v. Tarrant County Narcotics Intelligence and Coordination Unit,91-1657,726818400.0,731138400.0,Leatherman,Petitioner,Tarrant County Narcotics Intelligence and Coordination Unit,Respondent,Leatherman,majority opinion,9.0,0.0,,,,,,majority,,,,,majority,,majority,majority,majority,majority,17978.0,brett_a_ringle,on behalf of the Respondents,39314.0,richard_gladden,on behalf of the Petitioners,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1981.80-689,Widmar v. Vincent,80-689,371192400.0,376639200.0,Gary E. Widmar,Petitioner,Clark Vincent,Respondent,,majority opinion,8.0,1.0,,,,,majority,minority,,,,majority,majority,majority,majority,majority,majority,,32915.0,james_m_smart_jr,on behalf of Respondent,42365.0,ted_d_ayres,on behalf of Petitioners,,,,,,,,,351756000.0,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1974.74-363,"United States v. Reliable Transfer Company, Inc.",74-363,164437200.0,169707600.0,United States,Petitioner,"Reliable Transfer Company, Inc.",Respondent,United States,majority opinion,9.0,0.0,,,majority,majority,majority,majority,,,,majority,majority,majority,majority,,,,32657.0,john_p_rupp,for the United States pro hac vice,19654.0,copal_mintz,for the respondent,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2009.08-1341,United States v. Marcus,08-1341,1266991200.0,1274677200.0,United States,Petitioner,Glenn Marcus,Respondent,United States,majority opinion,7.0,1.0,,,,,,,,,,,,,,minority,,majority,22857.0,eric_d_miller,"Assistant to the Solicitor General, Department of Justice, for the petitioner",26978.0,herald_p_fahringer,for the respondent,majority,,majority,majority,majority,,,,1255410000.0,majority,majority,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1985.84-1379,Diamond v. Charles,84-1379,500018400.0,515221200.0,Diamond,Appellant,Charles,Appellee,,majority opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,38956.0,r_peter_carey,on behalf of Appellees,20968.0,dennis_j_horan,on behalf of Appellants,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2002.02-306,Beneficial National Bank v. Anderson,02-306,1051678800.0,1054530000.0,Beneficial National Bank,Petitioner,Marie Anderson et al.,Respondent,Beneficial National Bank,majority opinion,7.0,2.0,,,,,,,,,,,,,majority,majority,majority,minority,17530.0,brian_m_clark,Argued the cause for the respondents,36594.0,matthew_d_roberts,"Department of Justice, argued the cause for the United States, as amicus curiae, supporting the petitioners",majority,majority,minority,majority,majority,42213.0,seth_p_waxman,Argued the cause for the petitioners,,,,,,,,,,,,20740.0,drew_s_days_iii,for the American Bankers Association et al. as amici curiae urging reversal,17414.0,beth_s_brinkmann,for the American Bankers Association et al. as amici curiae urging reversal,,41355.0,seth_m_galanter,for the American Bankers Association et al. as amici curiae urging reversal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1995.94-1453,Peacock v. Thomas,94-1453,815637600.0,824882400.0,Peacock,Petitioner,Thomas,Respondent,Peacock,majority opinion,8.0,1.0,,,,,,,,,,,,,majority,minority,majority,majority,38746.0,richard_p_bress,"Department of Justice, argued on behalf of the United States, as amicus curiae supporting the respondent",30209.0,j_kendall_few,Argued the cause for the respondent,majority,majority,majority,majority,majority,20862.0,david_freeman,Argued the cause for the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1980.78-1789,Arkansas Louisiana Gas Company v. Hall,78-1789,356594400.0,362898000.0,Arkansas Louisiana Gas Company,Petitioner,Hall,Respondent,Arkansas Louisiana Gas Company,majority opinion,5.0,3.0,,,,none,majority,majority,,,,majority,majority,minority,minority,minority,,,30819.0,james_fleet_howell,on behalf of the Respondents,39378.0,reuben_goldberg,on behalf of the Petitioner,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1972.71-1021,Employees of the Department of Public Health & Welfare of Missouri v. Missouri Public Health & Welfare of Missouri,71-1021,95925600.0,103960800.0,Employees of the Department of Public Health & Welfare of Missouri,Petitioner,Missouri Public Health & Welfare of Missouri,Respondent,,majority opinion,8.0,1.0,,,majority,majority,minority,majority,,,,majority,majority,majority,majority,,,,35240.0,lawrence_g_wallace,argued the cause for the United States as amicus curiae urging reversal,,,,,,,,,18346.0,charles_a_blackmar,for respondents,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1987.86-1294,Webster v. Doe,86-1294,568965600.0,582354000.0,Webster,Petitioner,Doe,Respondent,Webster,majority opinion,6.0,2.0,,,,,majority,majority,,,,majority,majority,,majority,majority,minority,minority,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1991.90-8370,Medina v. California,90-8370,698997600.0,709189200.0,Medina,Petitioner,California,Respondent,,majority opinion,7.0,2.0,,,,,,majority,,,,,minority,,majority,minority,majority,majority,36447.0,michael_pescetta,on behalf of the Petitioner,28410.0,holly_d_wilkens,on behalf of the Respondent,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1966.37,Curtis Publishing Company v. Butts,37,-90093600.0,-80679600.0,Curtis Publishing Company,Petitioner,Wallace Butts,Respondent,,plurality opinion,5.0,4.0,majority,minority,minority,majority,minority,minority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1981.80-2177,Lehman by Lehman v. Lycoming County Children's Services Agency,80-2177,386316000.0,394261200.0,Lehman by Lehman,Petitioner,Lycoming County Children's Services Agency,Respondent,,majority opinion,6.0,3.0,,,,,minority,majority,,,,minority,minority,majority,majority,majority,majority,,19031.0,charles_f_greevy_iii,on behalf of the Respondent,35904.0,martin_guggenheim,on behalf of the Petitioner,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1982.81-1627,Shepard v. National Labor Relations Board,81-1627,408002400.0,411717600.0,Shepard,Petitioner,National Labor Relations Board,Respondent,,majority opinion,8.0,1.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,minority,,22617.0,edwin_s_kneedler,on behalf of the Respondents,39401.0,robert_f_gore,on behalf of the Petitioner,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1980.78-1945,"Universities Research Assn., Inc. v. Coutu",78-1945,342684000.0,355384800.0,"Universities Research Assn., Inc.",Petitioner,Coutu,Respondent,"Universities Research Assn., Inc.",majority opinion,9.0,0.0,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,39981.0,robert_e_mann,on behalf of the Petitioner,40082.0,robert_jay_nye,on behalf of the Respondents,,,,,,28176.0,harriet_s_shapiro,on behalf of the United States as amicus curiae,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2013.12-462,"Northwest, Inc. v. Ginsberg",12-462,1386050400.0,1396414800.0,"Northwest, Inc., et al.",Petitioner,S. Binyomin Ginsberg,Respondent,"Northwest, Inc.",majority opinion,9.0,0.0,,,,,,,,,,,,,,,,majority,37772.0,paul_d_clement,for the petitioners,35299.0,lewis_s_yelin,"Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners",majority,,majority,majority,majority,16813.0,adina_h_rosenbaum,for the respondent,1369026000.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1994.93-1504,Celotex Corporation v. Edwards,93-1504,786693600.0,798267600.0,Celotex Corporation,Petitioner,Edwards,Respondent,Celotex Corporation,majority opinion,7.0,2.0,,,,,,,,,,,,,majority,minority,majority,majority,17985.0,brent_m_rosenthal,on behalf of the Respondents,33528.0,jeffrey_w_warren,on behalf of the Petitioner,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1989.88-1480,Reves v. Ernst & Young,88-1480,628149600.0,635580000.0,Reves,Petitioner,Ernst & Young,Respondent,Reves,majority opinion,5.0,4.0,,,,,majority,minority,,,,majority,majority,,minority,majority,minority,minority,31676.0,john_r_mccambridge,on behalf of the Petitioners,31857.0,john_matson,on behalf of the Respondent,majority,,,,,36236.0,michael_r_lazerwitz,"as amicus curiae, supporting the Petitioners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1989.88-931,Crandon v. United States,88-931,626335200.0,636098400.0,Crandon,Petitioner,United States,Respondent,Crandon,majority opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,,majority,majority,majority,majority,22617.0,edwin_s_kneedler,on behalf of the Respondent,18090.0,benjamin_s_sharp,on behalf of the Petitioner in No. 88-938,majority,,,,,38093.0,phillip__allen_lacovara,on behalf of the Petitioners in No. 88-931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1985.84-978,Exxon Corporation v. Hunt,84-978,502956000.0,510818400.0,Exxon Corporation,Appellant,Hunt,Appellee,Exxon Corporation,majority opinion,7.0,1.0,,,,,majority,majority,,,,majority,majority,none,majority,minority,majority,,36092.0,mary_carol_jacobson,on behalf of the Appellees,20887.0,daniel_m_gribbon,on behalf of the Appellants,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1987.86-6060,Yates v. Aiken,86-6060,565423200.0,568965600.0,Yates,Petitioner,Aiken,Respondent,Yates,majority opinion,8.0,0.0,,,,,majority,majority,,,,majority,majority,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2014.13-1010,"M&G Polymers USA, LLC v. Tackett",13-1010,1415599200.0,1422252000.0,"M&G Polymers USA, et al.",Petitioner,"Hobert Freel Tackett, et al.",Respondent,M&G Polymers USA,majority opinion,8.0,0.0,,,,,,,,,,,,,,,,majority,56044.0,allyson_n_ho,for the petitioner,29637.0,julia_p_clark,for the respondent,majority,,majority,majority,majority,,,,1399266000.0,majority,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1990.89-1080,Board of Education of Oklahoma City Public Schools v. Dowell,89-1080,654843600.0,663919200.0,Board of Education of Oklahoma City Public Schools,Petitioner,Robert L. Dowell,Respondent,Board of Education of Oklahoma City Public Schools,majority opinion,5.0,3.0,,,,,,majority,,,,minority,minority,,majority,minority,majority,majority,39089.0,ronald_l_day,argued the cause for the petitioner,33983.0,kenneth_w_starr,argued the cause for the United States as amicus curiae urging reversal,majority,none,,,,29682.0,julius_levonne_chambers,argued the cause for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1994.93-1935,Curtiss-Wright Corporation v. Schoonejongen,93-1935,790322400.0,794469600.0,Curtiss-Wright Corporation,Petitioner,Schoonejongen et al.,Respondent,Curtiss-Wright Corporation,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,38746.0,richard_p_bress,"on behalf of the United States, as amicus curiae, supporting the Petitioner",42910.0,thomas_m_kennedy,on behalf of the Respondents,majority,majority,majority,majority,majority,35025.0,laurence_reich,on behalf of the Petitioner,,,,,,,,,,,,35043.0,lawrence_reich,for petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1980.79-770,Environmental Protection Agency v. National Crushed Stone Association,79-770,339742800.0,344584800.0,Environmental Protection Agency,Petitioner,National Crushed Stone Association,Respondent,Environmental Protection Agency,majority opinion,8.0,0.0,,,,majority,majority,majority,,,,majority,majority,none,majority,majority,,,25290.0,george_c_freeman_jr,"on behalf of Consolidation Coal Company et al., Respondents",42737.0,theodore_l_garrett,"on behalf of National Crushed Stone Association et al., Respondents",,,,,,16416.0,andrew_j_levander,on behalf of the Petitioner,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1998.98-6,El Paso Natural Gas Company v. Neztsosie,98-6,920354400.0,925707600.0,El Paso Natural Gas Company,Petitioner,Neztsosie,Respondent,El Paso Natural Gas Company,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,32215.0,jonathan_nuechterlein,"Argued the cause for the United States, as amicus curiae, by special leave of the Court",27019.0,h_bartow_farr_iii,Argued the cause for the respondents,majority,majority,majority,majority,majority,28880.0,james_r_atwood,Argued the cause for the petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2009.08-351,Alvarez v. Smith,08-351,1255496400.0,1260252000.0,"Anita Alvarez, Cook County State's Attorney",Petitioner,"Chermane Smith, et al.",Respondent,dismissal,dismissal - moot,9.0,0.0,,,,,,,,,,,,,,majority,,majority,37796.0,paul_castiglione,argued the cause for the petitioner,45148.0,william_m_jay,"Assistant to the Solicitor General, Department of Justice, for the United States as amicus curiae",majority,,majority,majority,majority,43200.0,thomas_peters,argued the cause for the respondents,1235368800.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1961.283,Salem v. United States Lines Company,283,-245786400.0,-239742000.0,Salem,Petitioner,United States Lines Company,Respondent,Salem,majority opinion,6.0,1.0,minority,majority,majority,majority,majority,none,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1991.91-543,New York v. United States,91-543,701935200.0,708930000.0,New York,Petitioner,United States,Respondent,New York,majority opinion,6.0,3.0,,,,,,minority,,,,,minority,,majority,minority,majority,majority,44202.0,william_b_collins,Argued the cause for the state respondents,38303.0,peter_h_schiff,Argued the cause for the petitioners in all cases,majority,majority,majority,,,35240.0,lawrence_g_wallace,Argued the cause for the federal respondents in all cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1997.96-871,State Oil Company v. Khan,96-871,876200400.0,878623200.0,State Oil Company,Petitioner,Khan et al.,Respondent,State Oil Company,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,29039.0,john_baumgartner,on behalf of the Petitioner,31305.0,joel_i_klein,"for United States, as amicus curiae, supporting Petitioner",majority,majority,majority,majority,majority,37993.0,pamela_j_harbour,"for State amici curiae, supporting Respondents",,,,,,,,,,,,15802.0,anthony_s_divincenzo,on behalf of the Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1992.91-1496,Reiter v. Cooper,91-1496,723189600.0,731570400.0,Reiter et al.,Petitioner,"Cooper, Trustee For Carolina Motor Express, Inc., et al.",Respondent,Reiter et al.,majority opinion,8.0,1.0,,,,,,majority,,,,,minority,,majority,majority,majority,majority,19760.0,carter_g_phillips,on behalf of the Petitioners,32771.0,joseph_l_steinfeld_jr,on behalf of the Respondents,majority,majority,majority,,,35719.0,michael_r_dreeben,"on behalf of the United States and ICC, as amici curiae supporting Petitioners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2007.07-440,Rothgery v. Gillespie County,07-440,1205730000.0,1214197200.0,Walter A. Rothgery,Petitioner,"Gillespie County, Texas",Respondent,Walter A. Rothgery,majority opinion,8.0,1.0,,,,,,,,,,,,,,majority,,majority,25151.0,gregory_s_coleman,on behalf of the Respondent,21594.0,danielle_spinelli,on behalf of the Petitioner,majority,majority,minority,majority,majority,,,,1196661600.0,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2015.14-6166,Taylor v. United States,14-6166,1456207200.0,1466398800.0,David Anthony Taylor,Petitioner,United States,Respondent,United States,majority opinion,7.0,1.0,,,,,,,,,,,,,,,,,62668.0,dennis_e_jones,for the petitioner,17293.0,anthony_a_yang,"Assistant to the Solicitor General, for the respondent",majority,,minority,majority,majority,,,,1443675600.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1998.97-1130,"Pfaff v. Wells Electronics, Inc.",97-1130,907650000.0,910677600.0,Pfaff,Petitioner,"Wells Electronics, Inc.",Respondent,,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,18405.0,c_randall_bain,Argued the cause for the respondent,31838.0,jeffrey_p_minear,"On behalf of the United States, as amicus curiae, supporting the respondent",majority,majority,majority,majority,majority,33146.0,jerry_r_selinger,Argued the cause for the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1998.97-7541,Mitchell v. United States,97-7541,913183200.0,923288400.0,Mitchell,Petitioner,United States,Respondent,Mitchell,majority opinion,5.0,4.0,,,,,,,,,,,,,minority,majority,minority,minority,41794.0,steven_a_morley,Argued the cause for the petitioner,35719.0,michael_r_dreeben,"Department of Justice, argued the cause for respondent",majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
