,file_name,case_name,docket_number,Argued,Decided,Granted,first_party,first_party_label,second_party,second_party_label,winning_party,decision_type,majority_vote,minority_vote,advocate_0,advocate_description_0,advocate_1,advocate_description_1,advocate_2,advocate_description_2,advocate_3,advocate_description_3,advocate_4,advocate_description_4,advocate_5,advocate_description_5,advocate_6,advocate_description_6,advocate_7,advocate_description_7,advocate_8,advocate_description_8,advocate_9,advocate_description_9,advocate_10,advocate_description_10,advocate_11,advocate_description_11,advocate_12,advocate_description_12,advocate_13,advocate_description_13,advocate_14,advocate_description_14,advocate_15,advocate_description_15,john_m_harlan2,hugo_l_black,william_o_douglas,potter_stewart,william_j_brennan_jr,byron_r_white,earl_warren,tom_c_clark,abe_fortas,thurgood_marshall,harry_a_blackmun,lewis_f_powell_jr,william_h_rehnquist,john_paul_stevens,sandra_day_oconnor,antonin_scalia,anthony_m_kennedy,david_h_souter,clarence_thomas,ruth_bader_ginsburg,stephen_g_breyer,felix_frankfurter,harold_burton,stanley_reed,sherman_minton,arthur_j_goldberg,sonia_sotomayor,john_g_roberts_jr,samuel_a_alito_jr,warren_e_burger,elena_kagan,neil_gorsuch,brett_m_kavanaugh,charles_e_whittaker
0,1990.89-7024,McCleskey v. Zant,89-7024,1990-10,1991-04,,McCleskey,Petitioner,Zant,Respondent,,majority opinion,6.0,3.0,john_charles_boger,on behalf of the Petitioner,mary_beth_westmoreland,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,minority,minority,,majority,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,,
0,1970.69,Wyman v. James,69,1970-10,1971-01,,"George K. Wyman, Commissioner of the State of New York Department of Social Services",Appellant,Barbara James et al.,Appellee,"George K. Wyman, Commissioner of the State of New York Department of Social Services",majority opinion,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,majority,minority,majority,,,,minority,majority,,,,,,,,,,,,,,,,,,,majority,,,,
0,1996.94-1988,"Camps Newfound/Owatonna, Inc. v. Town of Harrison",94-1988,1996-10,1997-05,,"Camps Newfound/Owatonna, Inc.",Petitioner,Town of Harrison,Respondent,"Camps Newfound/Owatonna, Inc.",majority opinion,5.0,4.0,william_l_plouffe,Argued the cause for the respondents,william_h_dempsey,Argued the cause for the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,minority,majority,majority,minority,minority,majority,,,,,,,,,,,,,
0,1986.85-1708,California v. Cabazon Band of Mission Indians,85-1708,1986-12,1987-02,,California,Appellant,Cabazon Band of Mission Indians,Appellee,,majority opinion,6.0,3.0,roderick_eugene_walston,"Supervising Deputy Attorney General of California, on behalf of the appellants",glenn_m_feldman,on behalf of the appellees,roderick_walston,for petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,minority,minority,minority,,,,,,,,,,,,,,,,,,
0,1985.84-1236,Cabana v. Bullock,84-1236,1985-11,1986-01,,Cabana,Petitioner,Bullock,Respondent,Cabana,majority opinion,5.0,4.0,joseph_t_mc_laughlin,on behalf of the respondent,marvin_l_white_jr,on behalf of the petitioners,joseph_t_mclaughlin,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,minority,majority,,,,,,,,,,,,,,,majority,,,,
0,2004.03-1488,Tory v. Cochran,03-1488,2005-03,2005-05,2004-09,"Ulysses Tory, et al.",Petitioner,"Johnnie L. Cochran, Jr.",Respondent,"Ulysses Tory, et al.",majority opinion,7.0,2.0,erwin_chemerinsky,argued the cause for Petitioners,jonathan_b_cole,argued the cause for Respondent,kelli_l_sager,for Los Angeles Times Communications LLC et al. as amici curiae,jeffrey_l_fisher,for Los Angeles Times Communications LLC et al. as amici curiae,jerry_s_birenz,for Los Angeles Times Communications LLC et al. as amici curiae,richard_a_bernstein,for Los Angeles Times Communications LLC et al. as amici curiae,jonathan_bloom,for Los Angeles Times Communications LLC et al. as amici curiae,harold_w_fuson_jr,for Los Angeles Times Communications LLC et al. as amici curiae,thomas_b_kelley,for Los Angeles Times Communications LLC et al. as amici curiae,steven_d_zansberg,for Los Angeles Times Communications LLC et al. as amici curiae,eve_burton,for Los Angeles Times Communications LLC et al. as amici curiae,jonathan_r_donnellan,for Los Angeles Times Communications LLC et al. as amici curiae,karlene_goller,for Los Angeles Times Communications LLC et al. as amici curiae,george_freeman,for Los Angeles Times Communications LLC et al. as amici curiae,lucy_a_dalglish,for Los Angeles Times Communications LLC et al. as amici curiae,eric_n_lieberman,for Los Angeles Times Communications LLC et al. as amici curiae,,,,,,,,,,,,,majority,majority,majority,minority,majority,majority,minority,majority,majority,,,,,,,,,,,,,
0,1970.444,Moore v. Charlotte-Mecklenburg Board of Education,444,1970-10,1971-04,1970-10,"Mrs. Robert Lee Moore, et al.",Appellant,Charlotte-Mecklenburg Board of Education,Appellee,Dismissal,per curiam,0.0,0.0,whiteford_s_blakeney,for the petitioners,william_j_waggoner,for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,none,none,none,none,none,,,,none,none,,,,,,,,,,,,,,,,,,,none,,,,
0,1990.89-7743,"Edmonson v. Leesville Concrete Company, Inc.",89-7743,1991-01,1991-06,,Edmonson,Petitioner,"Leesville Concrete Company, Inc.",Respondent,Edmonson,majority opinion,6.0,3.0,john_s_baker_jr,on behalf of the Respondent,james_e_doyle,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,majority,majority,,minority,majority,minority,minority,majority,majority,,,,,,,,,,,,,,,,
0,1990.89-1332,"McNary v. Haitian Refugee Center, Inc.",89-1332,1990-10,1991-02,,McNary,Petitioner,"Haitian Refugee Center, Inc.",Respondent,,majority opinion,7.0,2.0,ira_jay_kurzban,on behalf of the Respondents,michael_r_dreeben,on behalf of the Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,majority,majority,,minority,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,
0,1996.95-7452,Lynce v. Mathis,95-7452,1996-11,1997-02,,Lynce,Petitioner,Mathis,Respondent,Lynce,majority opinion,9.0,0.0,joel_t_remland,Argued the cause for the petitioner,parker_d_thomson,Argued the cause for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,2012.12-623,United States Forest Service v. Pacific Rivers Council,12-623,,2013-07,2013-03,"United States Forest Service, et al.",Petitioner,Pacific Rivers Council,Respondent,dismissal,dismissal - other,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,none,,none,none,none,,,,,,none,none,none,,none,,,
0,1970.336,Nelson v. O'Neil,336,1971-03,1971-06,,Nelson,Petitioner,O'Neil,Respondent,Nelson,majority opinion,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,majority,minority,majority,,,,minority,majority,,,,,,,,,,,,,,,,,,,majority,,,,
0,1974.73-1573,Withrow v. Larkin,73-1573,1974-12,1975-04,,Withrow,Appellant,Larkin,Appellee,Withrow,majority opinion,9.0,0.0,betty_r_brown,for appellants,robert_h_friebert,for appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,,,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,majority,,,,
0,1972.71-564,District of Columbia v. Carter,71-564,1972-11,1973-01,,District of Columbia,Petitioner,Carter,Respondent,District of Columbia,majority opinion,9.0,0.0,richard_w_barton,,warren_k_kaplan,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,,,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,majority,,,,
0,1989.88-1281,Ngiraingas v. Sanchez,88-1281,1990-01,1990-04,,Ngiraingas,Petitioner,Sanchez,Respondent,,majority opinion,6.0,2.0,john_patrick_mason,on behalf of the Respondents,jeffrey_r_siegel,on behalf of the Petitioners,james_a_feldman,"on behalf of the United States as amicus curiae, supporting the Respondents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,,majority,majority,majority,majority,none,,,,,,,,,,,,,,,,,
0,1964.21,"Chicago & North Western R. Co. v. Chicago, M., St. P. & P. R. Co.",21,1964-11,1965-04,,Chicago & North Western R. Co.,Appellant,"Chicago, M., St. P. & P. R. Co.",Appellee,Chicago & North Western R. Co.,per curiam,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,majority,,,,,,,,
0,1984.83-2126,Oklahoma v. Castleberry,83-2126,1985-03,1985-04,,Oklahoma,Petitioner,Castleberry,Respondent,,equally divided,0.0,0.0,charles_foster_cox,on behalf of the respondent,david_w_lee,on behalf of the petitioner,david_william_lee,on behalf of the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,none,,,,none,none,none,none,none,none,,,,,,,,,,,,,,,none,,,,
0,1986.86-243,"City of Houston, Texas v. Hill",86-243,1987-03,1987-06,,"City of Houston, Texas",Appellant,Hill,Appellee,,majority opinion,8.0,1.0,robert_j_collins,on behalf of Appellant,charles_alan_wright,on behalf of Appellee,marshal_wong,on behalf of appellant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,minority,majority,majority,majority,,,,,,,,,,,,,,,,,,
0,1970.4,"National Labor Relations Board v. Local 825, International Union of Operating Engineers, AFL-CIO",40,1970-11,1971-01,,National Labor Relations Board,Petitioner,"Local 825, International Union of Operating Engineers, AFL-CIO",Respondent,National Labor Relations Board,majority opinion,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,minority,majority,majority,,,,majority,majority,,,,,,,,,,,,,,,,,,,majority,,,,
0,1982.81-1032,"United States v. Sells Engineering, Inc.",81-1032,1983-03,1983-06,,United States,Petitioner,"Sells Engineering, Inc.",Respondent,,majority opinion,5.0,4.0,arlington_ray_robbins,on behalf of the Respondent,douglas_n_letter,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,minority,minority,majority,minority,,,,,,,,,,,,,,,minority,,,,
0,2005.04-928,Oregon v. Guzek,04-928,2005-12,2006-02,2005-04,Oregon,Petitioner,Randy Lee Guzek,Respondent,Oregon,majority opinion,8.0,0.0,kannon_k_shanmugam,argued the cause for Petitioner,mary_h_williams,argued the cause for Petitioner,richard_l_wolf,argued the cause for Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,majority,majority,majority,majority,,,,,,,majority,none,,,,,
0,1960.4779999999998,Horton v. Liberty Mutual Insurance Company,478,1961-05,1961-06,,Horton,Petitioner,Liberty Mutual Insurance Company,Respondent,,majority opinion,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,minority,minority,,minority,minority,,,,,,,,,,,,,,majority,,,,,,,,,,,,majority
0,1964.35,Securities and Exchange Commission v. American Trailer Rentals Company,35,1964-11,1965-01,,Securities and Exchange Commission,Petitioner,American Trailer Rentals Company,Respondent,Securities and Exchange Commission,majority opinion,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,majority,,,,,,,,
0,1979.78-1487,Ford Motor Credit Company v. Milhollin,78-1487,1979-12,1980-02,,Ford Motor Credit Company,Petitioner,Milhollin,Respondent,Ford Motor Credit Company,majority opinion,9.0,0.0,william_m_burke,on behalf of the Petitioners,richard_a_slottee,on behalf of the Respondents,stuart_a_smith,"as amicus curiae, supporting Petitioners",stone_a_smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,
0,1976.76-5306,Dobbert v. Florida,76-5306,1977-03,1977-06,1976-11,"Ernest John Dobbert, Jr.",Petitioner,Florida,Respondent,,majority opinion,6.0,3.0,charles_w_musgrove,for respondent,louis_o_frost_jr,for petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,majority,majority,majority,minority,,,,,,,,,,,,,,,,majority,,,,
0,1967.174,Lee v. Florida,174,1968-05,1968-06,,Lee,Petitioner,Florida,Respondent,Lee,majority opinion,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,majority,majority,majority,minority,majority,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,
0,1986.65_orig,Texas v. New Mexico,65 ORIG,1987-04,1987-06,,Texas,Petitioner,New Mexico,Respondent,Texas,majority opinion,8.0,0.0,charlotte_uram,on behalf of the plaintiff,renea_hicks,on behalf of the defendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,none,majority,majority,,,,,,,,,,,,,,,,,,
0,2004.04-5462,Rompilla v. Beard,04-5462,2005-01,2005-06,2004-09,Ronald Rompilla,Petitioner,"Jeffrey A. Beard, Secretary, Pennsylvania Department of Corrections",Respondent,Ronald Rompilla,majority opinion,5.0,4.0,amy_zapp,argued the cause for Respondent,billy_h_nolas,argued the cause for Petitioner,traci_l_lovitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,minority,minority,majority,minority,majority,majority,,,,,,,,,,,,,
0,1988.88-782,United States Department of Justice v. Tax Analysts,88-782,1989-04,1989-06,,United States Department of Justice,Petitioner,Tax Analysts,Respondent,,majority opinion,8.0,1.0,william_a_dobrovir,on behalf of the Respondent,lawrence_g_wallace,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,minority,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,
0,2017.17-2,United States v. Microsoft Corporation,17-2,2018-02,2018-04,2017-10,United States of America,Petitioner,Microsoft Corporation,Respondent,Dismissal,per curiam,9.0,0.0,e_joshua_rosenkranz,for the respondent,michael_r_dreeben,for petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,majority,,
0,2018.17-1594,"Return Mail, Inc. v. United States Postal Service",17-1594,2019-02,2019-06,2018-10,"Return Mail, Inc.",Petitioner,United States Postal Service,Respondent,"Return Mail, Inc.",majority opinion,6.0,3.0,beth_s_brinkmann,for the petitioner,malcolm_l_stewart,for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,,,,,,majority,majority,majority,,minority,majority,majority,
0,1985.85-198,Celotex Corporation v. Catrett,85-198,1986-04,1986-06,,Celotex Corporation,Petitioner,Catrett,Respondent,Celotex Corporation,majority opinion,5.0,4.0,leland_s_van_koten,on behalf of Petitioner,paul_m_smith,on behalf of Respondent,paul_march_smith,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,majority,minority,majority,majority,minority,majority,,,,,,,,,,,,,,,minority,,,,
0,1971.70-34,Sierra Club v. Morton,70-34,1971-11,1972-04,1971-02,Sierra Club,Petitioner,"Roger C. B. Morton, Secretary of the Interior of the United States",Respondent,Morton,majority opinion,4.0,3.0,leland_r_selna_jr,for petitioner,erwin_n_griswold,for respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,minority,majority,,,,majority,minority,none,none,,,,,,,,,,,,,,,,,majority,,,,
0,1980.79-6624,Rosales-Lopez v. United States,79-6624,1981-01,1981-04,,Rosales-Lopez,Petitioner,United States,Respondent,,plurality opinion,6.0,3.0,john_j_cleary,on behalf of the Petitioner,george_w_jones,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,majority,majority,majority,minority,,,,,,,,,,,,,,,,majority,,,,
0,1991.90-1596,Robertson v. Seattle Audubon Society,90-1596,1991-12,1992-03,1991-06,"Robertson, Chief, United States Forest Service, et al.",Petitioner,Seattle Audubon Society et al.,Respondent,"Robertson, Chief, United States Forest Service, et al.",majority opinion,9.0,0.0,todd_d_true,on behalf of the Respondents,kenneth_w_starr,on behalf of the Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,majority,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,
0,2017.16-1495,"City of Hays, Kansas v. Vogt",16-1495,2018-02,2018-05,2017-09,"City of Hays, Kansas",Petitioner,Matthew Jack Dwight Vogt,Respondent,Dismissal,dismissal - improvidently granted,8.0,0.0,toby_j_heytens,for petitioner,kelsi_b_corkran,for respondent,elizabeth_b_prelogar,"Assistant to the Solicitor General, Department of Justice, for United States, as amicus curiae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,none,,
0,1970.97,Piccirillo v. New York,97,1970-11,1971-01,,Piccirillo,Petitioner,New York,Respondent,,per curiam,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,majority,minority,majority,,,,minority,majority,,,,,,,,,,,,,,,,,,,majority,,,,
0,1972.27_orig,Ohio v. Kentucky,27 ORIG,1973-01,1973-03,,Ohio,Petitioner,Kentucky,Respondent,,majority opinion,8.0,1.0,joseph_m_howard,for plaintiff,john_m_famularo,"for defendant, pro hac vice, by special leave of Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,majority,,,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,majority,,,,
0,2000.99-8508,Kyllo v. United States,99-8508,2001-02,2001-06,,Kyllo,Petitioner,United States,Respondent,Kyllo,majority opinion,5.0,4.0,michael_r_dreeben,"Department of Justice, argued the cause for the United States",kenneth_lerner,Argued the cause for the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,minority,majority,minority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1956.491,Peak v. United States,491,1957-02,1957-03,,Peak,Petitioner,United States,Respondent,Peak,majority opinion,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,majority,,majority,majority,,,,,,,,,,,,,,minority,minority,,,,,,,,,,,none
0,1973.72-1231,National Labor Relations Board v. Savair Manufacturing Company,72-1231,1973-11,1973-12,,National Labor Relations Board,Petitioner,Savair Manufacturing Company,Respondent,,majority opinion,6.0,3.0,norton_j_come,for petitioner,robert_j_solner,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,minority,,,,majority,minority,majority,majority,,,,,,,,,,,,,,,,,majority,,,,
0,1975.74-687,United States v. Moore,74-687,1975-10,1975-12,,United States,Petitioner,Moore,Respondent,United States,majority opinion,8.0,0.0,harriet_s_shapiro,for petitioner,thomas_osa_harris,for respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,majority,,,,
0,2017.15-1439,"Cyan, Inc. v. Beaver County Employees' Retirement Fund",15-1439,2017-11,2018-03,2017-06,"Cyan, Inc., et. al.",Petitioner,"Beaver County Employees' Retirement Fund, et. al.",Respondent,Beaver County Employees Retirement Fund,majority opinion,9.0,0.0,neal_kumar_katyal,for petitioner,thomas_c_goldstein,for petitioner,allon_kedem,"Assistant to the Department of Justice, for the United States, as amicus curiae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,majority,,
0,1983.82-500,Southland Corporation v. Keating,82-500,1983-10,1984-01,,Southland Corporation,Appellant,Keating,Appellee,Southland Corporation,majority opinion,6.0,3.0,mark_j_spooner,on behalf of the Appellants,john_f_wells,on behalf of the Appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,minority,minority,minority,,,,,,,,,,,,,,,majority,,,,
0,1982.82-168,National Labor Relations Board v. Transportation Management Corporation,82-168,1983-03,1983-06,,National Labor Relations Board,Petitioner,Transportation Management Corporation,Respondent,National Labor Relations Board,majority opinion,9.0,0.0,lawrence_g_wallace,on behalf of the Petitioner,martin_ames,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,1970.12,Ehlert v. United States.,120,1971-01,1971-04,,Ehlert,Petitioner,United States.,Respondent,,majority opinion,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,majority,minority,majority,,,,minority,majority,,,,,,,,,,,,,,,,,,,majority,,,,
0,1960.79,Milanovich v. United States,79,1961-02,1961-03,,Milanovich,Petitioner,United States,Respondent,Milanovich,majority opinion,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,majority,majority,,majority,minority,,,,,,,,,,,,,,minority,,,,,,,,,,,,minority
0,2008.07-10374,Haywood v. Drown,07-10374,2008-12,2009-05,2008-06,Keith Haywood,Petitioner,"Curtis Drown, et al.",Respondent,Keith Haywood,majority opinion,5.0,4.0,jason_e_murtagh,argued the cause for the petitioner,barbara_d_underwood,argued the cause for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,minority,majority,majority,minority,majority,majority,,,,,,,minority,minority,,,,,
0,1967.7,"Alitalia-Linee Aeree Italiane, S. p. A. v. Lisi",70,1968-03,1968-03,,"Alitalia-Linee Aeree Italiane, S. p. A.",Petitioner,Lisi,Respondent,,equally divided,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,none,none,none,none,none,none,,none,none,,,,,,,,,,,,,,,,,,,,,,,,
0,1974.73-1765,Meek v. Pittenger,73-1765,1975-02,1975-05,,Meek,Appellant,Pittenger,Appellee,Meek,majority opinion,6.0,3.0,william_p_thorn,for appellants,leo_pfeffer,for appellants,henry_t_reath,for appellees,william_b_ball,for appellees,j_justin_blewitt_jr,for appellees,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,minority,,,,majority,majority,majority,minority,,,,,,,,,,,,,,,,,minority,,,,
0,2002.01-188,Pharmaceutical Research & Manufacturers of America v. Walsh,01-188,2003-01,2003-05,,Pharmaceutical Research & Manufacturers of America,Petitioner,Walsh,Respondent,Walsh,majority opinion,6.0,3.0,edwin_s_kneedler,"Department of Justice, argued the cause for the United States, as amicus curiae",carter_g_phillips,Argued the cause for the petitioner,andrew_s_hagler,"Augusta, Maine, argued the cause for the respondents",,,sheldon_v_toubman,for Legal Services Organizations Representing Medicaid Beneficiaries as amicus curiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,minority,majority,minority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1991.90-838,Molzof v. United States,90-838,1991-11,1992-01,,Molzof,Petitioner,United States,Respondent,Molzof,majority opinion,9.0,0.0,daniel_a_rottier,on behalf of the Petitioner,christopher_j_wright,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,majority,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,
0,1992.91-1526,Alexander v. United States,91-1526,1993-01,1993-06,,Ferris Alexander,Petitioner,United States,Respondent,,majority opinion,5.0,4.0,kenneth_w_starr,on behalf of the Respondent,john_h_weston,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,minority,,majority,minority,majority,majority,minority,minority,majority,,,,,,,,,,,,,,,
0,1996.96-5955,Richards v. Wisconsin,96-5955,1997-03,1997-04,,Richards,Petitioner,Wisconsin,Respondent,,majority opinion,9.0,0.0,miguel_a_estrada,"On behalf of the United States, as amicus curiae, supporting the respondent",david_r_karpe,Argued the cause for the petitioner,james_e_doyle,Argued the cause for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1978.77-1806,Ford Motor Company v. National Labor Relations Board,77-1806,1979-02,1979-05,,Ford Motor Company,Petitioner,National Labor Relations Board,Respondent,,majority opinion,9.0,0.0,theophil_c_kammholz,for petitioner,norton_j_come,for respondent NLRB,john_a_fillion,for respondent UAW Local 588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,
0,1989.88-1083,John Doe Agency v. John Doe Corporation,88-1083,1989-10,1989-12,,John Doe Agency,Petitioner,John Doe Corporation,Respondent,John Doe Agency,majority opinion,6.0,3.0,milton_eisenberg,on behalf of the Respondent,edwin_s_kneedler,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,minority,majority,,majority,minority,majority,minority,majority,,,,,,,,,,,,,,,,,
0,1977.77-444,Penn Central Transportation Company v. New York City,77-444,1978-04,1978-06,,Penn Central Transportation Company,Appellant,New York City,Appellee,,majority opinion,6.0,3.0,leonard_j_koerner,Argued the cause for the appellees,daniel_m_gribbon,Argued the cause for the appellants,patricia_wald,Argued the cause for the United States as amicus curiae urging affirmance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,minority,minority,,,,,,,,,,,,,,,,minority,,,,
0,1969.269,Price v. Georgia,269,1970-04,1970-06,,Price,Petitioner,Georgia,Respondent,Price,majority opinion,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,,,,majority,none,,,,,,,,,,,,,,,,,,,majority,,,,
0,1980.79-824,Federal Communications Commission v. WNCN Listeners Guild,79-824,1980-11,1981-03,,Federal Communications Commission,Petitioner,WNCN Listeners Guild,Respondent,Federal Communications Commission,majority opinion,7.0,2.0,wilhelmina_reuben_cooke,"on behalf of the Respondents, Office of Communication of the United Church of Christ, et al",david_j_saylor,"on behalf of the Petitioners, the FCC, et al",timothy_b_dyk,"on behalf of the Petitioners, American Broadcasting Companies, et al., and National Association of Broadcasters, et al",kristin_booth_glen,"on behalf of the Respondents, WNCN Listeners Guild, Inc., et al",,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,
0,1972.71-1422,Kaplan v. California,71-1422,1972-10,1973-06,,Kaplan,Petitioner,California,Respondent,Kaplan,majority opinion,5.0,4.0,stanley_fleishman,for petitioner,ward_glen_mcconnell,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,minority,majority,,,,minority,majority,majority,majority,,,,,,,,,,,,,,,,,majority,,,,
0,1970.108,Richardson v. Perales,108,1971-01,1971-05,,Richardson,Petitioner,Perales,Respondent,Richardson,majority opinion,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,majority,minority,majority,,,,majority,majority,,,,,,,,,,,,,,,,,,,majority,,,,
